시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,계약날짜,도로명주소
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,59.76,202005,18,"20,500",15,1999,동춘당로114번길 47,20200518,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,84.45,202005,20,"29,000",9,1999,동춘당로114번길 47,20200520,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,84.45,202005,21,"26,400",12,1999,동춘당로114번길 47,20200521,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,84.45,202005,26,"28,000",15,1999,동춘당로114번길 47,20200526,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,99.33,202005,30,"35,000",14,1999,동춘당로114번길 47,20200530,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,84.45,202005,30,"29,000",8,1999,동춘당로114번길 47,20200530,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,444,444,0,선비마을아파트2단지,84.45,202005,30,"29,500",5,1999,동춘당로114번길 47,20200530,대전광역시 대덕구 동춘당로114번길 47
대전광역시 대덕구 송촌동,219-2,219,2,흥진로얄,59.875,202005,04,"10,500",6,1995,동춘당로23번길 4,20200504,대전광역시 대덕구 동춘당로23번길 4
대전광역시 대덕구 송촌동,219-2,219,2,흥진로얄,84.78,202005,08,"15,000",6,1995,동춘당로23번길 4,20200508,대전광역시 대덕구 동춘당로23번길 4
대전광역시 대덕구 신대동,179,179,0,주공,46.74,202005,04,"15,900",4,1987,신탄진로 217,20200504,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,04,"13,000",5,1987,신탄진로 217,20200504,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,46.74,202005,08,"15,500",5,1987,신탄진로 217,20200508,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,11,"13,700",5,1987,신탄진로 217,20200511,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,46.74,202005,12,"16,000",4,1987,신탄진로 217,20200512,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,13,"14,300",1,1987,신탄진로 217,20200513,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,47.1,202005,14,"16,700",3,1987,신탄진로 217,20200514,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,16,"14,500",4,1987,신탄진로 217,20200516,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,16,"15,000",2,1987,신탄진로 217,20200516,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,18,"14,700",3,1987,신탄진로 217,20200518,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,27,"15,000",2,1987,신탄진로 217,20200527,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신대동,179,179,0,주공,39.72,202005,28,"20,000",4,1987,신탄진로 217,20200528,대전광역시 대덕구 신탄진로 217
대전광역시 대덕구 신일동,1682-4,1682,4,한라,49.86,202005,19,"7,900",6,1996,대덕대로1448번길 80,20200519,대전광역시 대덕구 대덕대로1448번길 80
대전광역시 대덕구 신탄진동,129-2,129,2,고려진흥,59.72,202005,18,"5,400",5,1990,신탄진북로35번길 27,20200518,대전광역시 대덕구 신탄진북로35번길 27
대전광역시 대덕구 신탄진동,117-30,117,30,대호 해맑음,77.703,202005,04,"17,800",5,2019,신탄진로834번길 15,20200504,대전광역시 대덕구 신탄진로834번길 15
대전광역시 대덕구 신탄진동,117-30,117,30,대호 해맑음,84.6704,202005,12,"19,800",3,2019,신탄진로834번길 15,20200512,대전광역시 대덕구 신탄진로834번길 15
대전광역시 대덕구 신탄진동,166-9,166,9,삼호,45.45,202005,07,"4,000",2,1989,신탄진로762번길 88,20200507,대전광역시 대덕구 신탄진로762번길 88
대전광역시 대덕구 신탄진동,22-1,22,1,새여울라이프,94.77,202005,11,"21,500",7,1994,대청로64번길 11,20200511,대전광역시 대덕구 대청로64번길 11
대전광역시 대덕구 신탄진동,22-1,22,1,새여울라이프,101.67,202005,12,"19,000",2,1994,대청로64번길 11,20200512,대전광역시 대덕구 대청로64번길 11
대전광역시 대덕구 신탄진동,22-2,22,2,새여울한신,84.82,202005,08,"19,000",9,1996,대청로64번길 41,20200508,대전광역시 대덕구 대청로64번길 41
대전광역시 대덕구 신탄진동,22-2,22,2,새여울한신,84.82,202005,20,"18,600",8,1996,대청로64번길 41,20200520,대전광역시 대덕구 대청로64번길 41
대전광역시 대덕구 신탄진동,166-3,166,3,흥진,59.45,202005,15,"9,000",13,1992,신탄진남로 26,20200515,대전광역시 대덕구 신탄진남로 26
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,01,"12,000",4,1987,신탄진로 170,20200501,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,11,"14,800",5,1987,신탄진로 170,20200511,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,12,"17,000",4,1987,신탄진로 170,20200512,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,13,"15,000",5,1987,신탄진로 170,20200513,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,47.1,202005,13,"16,500",5,1987,신탄진로 170,20200513,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,14,"12,500",5,1987,신탄진로 170,20200514,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,20,"18,000",3,1987,신탄진로 170,20200520,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 연축동,102,102,0,연축주공,39.72,202005,21,"13,000",1,1987,신탄진로 170,20200521,대전광역시 대덕구 신탄진로 170
대전광역시 대덕구 오정동,635-1,635,1,신동아,84.56,202005,05,"18,450",13,1990,한밭대로1033번길 15,20200505,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,635-1,635,1,신동아,84.56,202005,13,"19,200",12,1990,한밭대로1033번길 15,20200513,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,635-1,635,1,신동아,67.64,202005,15,"15,400",3,1990,한밭대로1033번길 15,20200515,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,635-1,635,1,신동아,158.16,202005,20,"22,600",13,1990,한밭대로1033번길 15,20200520,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,635-1,635,1,신동아,84.56,202005,21,"19,950",13,1990,한밭대로1033번길 15,20200521,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,635-1,635,1,신동아,84.56,202005,22,"17,400",14,1990,한밭대로1033번길 15,20200522,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,635-1,635,1,신동아,158.16,202005,28,"24,000",11,1990,한밭대로1033번길 15,20200528,대전광역시 대덕구 한밭대로1033번길 15
대전광역시 대덕구 오정동,55-5,55,5,양지마을,84.81,202005,02,"22,800",11,1999,대전로1185번길 30,20200502,대전광역시 대덕구 대전로1185번길 30
대전광역시 대덕구 오정동,55-5,55,5,양지마을,84.81,202005,04,"22,800",15,1999,대전로1185번길 30,20200504,대전광역시 대덕구 대전로1185번길 30
대전광역시 대덕구 오정동,55-5,55,5,양지마을,117.31,202005,04,"20,650",1,1999,대전로1185번길 30,20200504,대전광역시 대덕구 대전로1185번길 30
대전광역시 대덕구 오정동,55-5,55,5,양지마을,59.34,202005,07,"16,500",11,1999,대전로1185번길 30,20200507,대전광역시 대덕구 대전로1185번길 30
대전광역시 대덕구 오정동,55-5,55,5,양지마을,59.34,202005,13,"14,300",9,1999,대전로1185번길 30,20200513,대전광역시 대덕구 대전로1185번길 30
대전광역시 대덕구 오정동,55-5,55,5,양지마을,84.81,202005,23,"24,000",10,1999,대전로1185번길 30,20200523,대전광역시 대덕구 대전로1185번길 30
대전광역시 대덕구 오정동,587-1,587,1,평화로운,59.8851,202005,09,"17,300",5,2007,한밭대로1003번길 25,20200509,대전광역시 대덕구 한밭대로1003번길 25
대전광역시 대덕구 오정동,464-1,464,1,한남,59.67,202005,19,"11,500",9,1996,대전로1020번길 85,20200519,대전광역시 대덕구 대전로1020번길 85
대전광역시 대덕구 오정동,464-1,464,1,한남,84.97,202005,21,"15,000",1,1996,대전로1020번길 85,20200521,대전광역시 대덕구 대전로1020번길 85
대전광역시 대덕구 와동,33-1,33,1,대일,80.75,202005,07,"11,000",2,1990,신탄진로210번길 91,20200507,대전광역시 대덕구 신탄진로210번길 91
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,03,"15,200",3,1986,신탄진로218번길 12,20200503,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,11,"23,000",2,1986,신탄진로218번길 12,20200511,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,12,"22,100",1,1986,신탄진로218번길 12,20200512,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,12,"23,000",3,1986,신탄진로218번길 12,20200512,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,13,"19,000",1,1986,신탄진로218번길 12,20200513,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,13,"24,000",5,1986,신탄진로218번길 12,20200513,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,13,"17,000",5,1986,신탄진로218번길 12,20200513,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,13,"14,500",1,1986,신탄진로218번길 12,20200513,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,13,"19,000",1,1986,신탄진로218번길 12,20200513,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,14,"24,000",2,1986,신탄진로218번길 12,20200514,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,14,"18,000",5,1986,신탄진로218번길 12,20200514,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,14,"23,000",4,1986,신탄진로218번길 12,20200514,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,14,"20,000",4,1986,신탄진로218번길 12,20200514,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,16,"25,000",5,1986,신탄진로218번길 12,20200516,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,18,"25,000",3,1986,신탄진로218번길 12,20200518,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,61.77,202005,21,"17,000",5,1986,신탄진로218번길 12,20200521,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,22,"21,000",5,1986,신탄진로218번길 12,20200522,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,22,"23,500",1,1986,신탄진로218번길 12,20200522,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,23,"16,300",5,1986,신탄진로218번길 12,20200523,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,39,39,0,와동주공,53.85,202005,24,"20,000",5,1986,신탄진로218번길 12,20200524,대전광역시 대덕구 신탄진로218번길 12
대전광역시 대덕구 와동,111,111,0,현대,59.76,202005,08,"17,000",12,1994,신탄진로218번길 62,20200508,대전광역시 대덕구 신탄진로218번길 62
대전광역시 대덕구 와동,111,111,0,현대,84.99,202005,08,"22,000",7,1994,신탄진로218번길 62,20200508,대전광역시 대덕구 신탄진로218번길 62
대전광역시 대덕구 와동,111,111,0,현대,84.99,202005,16,"22,000",18,1994,신탄진로218번길 62,20200516,대전광역시 대덕구 신탄진로218번길 62
대전광역시 대덕구 와동,111,111,0,현대,84.99,202005,30,"25,000",13,1994,신탄진로218번길 62,20200530,대전광역시 대덕구 신탄진로218번길 62
대전광역시 대덕구 읍내동,202,202,0,백송,59.934,202005,18,"9,500",2,1997,대전로1397번길 79,20200518,대전광역시 대덕구 대전로1397번길 79
대전광역시 대덕구 읍내동,202,202,0,백송,59.934,202005,20,"9,500",6,1997,대전로1397번길 79,20200520,대전광역시 대덕구 대전로1397번길 79
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,01,"15,000",1,1991,계족로761번길 24,20200501,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,76.68,202005,02,"14,000",12,1991,계족로761번길 24,20200502,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,76.68,202005,02,"14,900",11,1991,계족로761번길 24,20200502,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,55.89,202005,04,"10,500",3,1991,계족로761번길 24,20200504,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,55.89,202005,04,"10,400",2,1991,계족로761번길 24,20200504,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,55.89,202005,06,"10,500",12,1991,계족로761번길 24,20200506,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,06,"12,300",1,1991,계족로761번길 24,20200506,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,13,"13,000",8,1991,계족로761번길 24,20200513,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,15,"13,950",3,1991,계족로761번길 24,20200515,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,76.68,202005,16,"14,400",12,1991,계족로761번길 24,20200516,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,19,"14,800",17,1991,계족로761번길 24,20200519,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,62.46,202005,19,"12,750",17,1991,계족로761번길 24,20200519,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,20,"15,500",17,1991,계족로761번길 24,20200520,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,23,"14,500",7,1991,계족로761번길 24,20200523,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,26,"15,650",7,1991,계족로761번길 24,20200526,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,26,"15,800",5,1991,계족로761번길 24,20200526,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,62.46,202005,29,"11,600",2,1991,계족로761번길 24,20200529,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 읍내동,54,54,0,현대,84.96,202005,30,"15,500",16,1991,계족로761번길 24,20200530,대전광역시 대덕구 계족로761번길 24
대전광역시 대덕구 중리동,222-2,222,2,안전로얄,70.38,202005,13,"7,700",1,1986,홍도로135번길 121,20200513,대전광역시 대덕구 홍도로135번길 121
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,54.225,202005,04,"11,000",9,1989,중리서로 31,20200504,대전광역시 대덕구 중리서로 31
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,54.225,202005,12,"11,000",9,1989,중리서로 31,20200512,대전광역시 대덕구 중리서로 31
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,59.175,202005,14,"12,900",13,1989,중리서로 36,20200514,대전광역시 대덕구 중리서로 36
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,59.175,202005,22,"13,500",14,1989,중리서로 36,20200522,대전광역시 대덕구 중리서로 36
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,54.225,202005,23,"9,800",12,1989,중리서로 31,20200523,대전광역시 대덕구 중리서로 31
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,71.55,202005,23,"15,500",12,1989,중리서로 31,20200523,대전광역시 대덕구 중리서로 31
대전광역시 대덕구 중리동,274-1,274,1,영진로얄,54.225,202005,27,"10,500",9,1989,중리서로 31,20200527,대전광역시 대덕구 중리서로 31
대전광역시 대덕구 평촌동,540-1,540,1,행복한마을,101.6236,202005,04,"24,000",8,2011,덕암로 200,20200504,대전광역시 대덕구 덕암로 200
대전광역시 대덕구 평촌동,540-1,540,1,행복한마을,66.2681,202005,04,"19,500",7,2011,덕암로 200,20200504,대전광역시 대덕구 덕암로 200
대전광역시 대덕구 평촌동,540-1,540,1,행복한마을,66.2681,202005,08,"19,800",12,2011,덕암로 200,20200508,대전광역시 대덕구 덕암로 200
대전광역시 대덕구 평촌동,540-1,540,1,행복한마을,84.7051,202005,09,"22,850",14,2011,덕암로 200,20200509,대전광역시 대덕구 덕암로 200
대전광역시 대덕구 평촌동,540-1,540,1,행복한마을,84.5087,202005,17,"21,700",8,2011,덕암로 200,20200517,대전광역시 대덕구 덕암로 200
대전광역시 대덕구 평촌동,540-1,540,1,행복한마을,84.7154,202005,17,"23,200",16,2011,덕암로 200,20200517,대전광역시 대덕구 덕암로 200
대전광역시 동구 가양동,652-1,652,1,대주파크빌,81.1171,202005,06,"24,000",15,2006,충정로 136,20200506,대전광역시 동구 충정로 136
대전광역시 동구 가양동,652-1,652,1,대주파크빌,81.1171,202005,12,"23,900",14,2006,충정로 136,20200512,대전광역시 동구 충정로 136
대전광역시 동구 가양동,652-1,652,1,대주파크빌,81.1171,202005,12,"24,700",7,2006,충정로 136,20200512,대전광역시 동구 충정로 136
대전광역시 동구 가양동,652-1,652,1,대주파크빌,84.8236,202005,14,"28,000",5,2006,충정로 136,20200514,대전광역시 동구 충정로 136
대전광역시 동구 가양동,652-1,652,1,대주파크빌,81.1171,202005,24,"23,000",19,2006,충정로 136,20200524,대전광역시 동구 충정로 136
대전광역시 동구 가양동,652-1,652,1,대주파크빌,81.1171,202005,28,"24,400",4,2006,충정로 136,20200528,대전광역시 동구 충정로 136
대전광역시 동구 가양동,153-8,153,8,대호아파트,89.82,202005,08,"16,950",4,2015,충정로 83,20200508,대전광역시 동구 충정로 83
대전광역시 동구 가양동,53-6,53,6,동신,75.37,202005,10,"12,000",2,1978,동대전로284번길 117,20200510,대전광역시 동구 동대전로284번길 117
대전광역시 동구 가양동,53-6,53,6,동신,71.61,202005,25,"11,500",1,1978,동대전로284번길 117,20200525,대전광역시 동구 동대전로284번길 117
대전광역시 동구 가양동,53-6,53,6,동신,71.61,202005,25,"8,875",2,1978,동대전로284번길 117,20200525,대전광역시 동구 동대전로284번길 117
대전광역시 동구 가양동,53-6,53,6,동신,75.37,202005,30,"13,500",1,1978,동대전로284번길 117,20200530,대전광역시 동구 동대전로284번길 117
대전광역시 동구 가양동,42-1,42,1,부성,84.78,202005,08,"16,800",6,1991,비래서로62번길 75,20200508,대전광역시 동구 비래서로62번길 75
대전광역시 동구 가양동,43-1,43,1,시영수정,58.92,202005,11,"7,000",5,1984,비래서로62번길 57,20200511,대전광역시 동구 비래서로62번길 57
대전광역시 동구 가양동,36-1,36,1,시영예지,57.99,202005,05,"5,100",5,1982,비래서로42번길 69,20200505,대전광역시 동구 비래서로42번길 69
대전광역시 동구 가양동,705,705,0,아침마을,84.76,202005,05,"38,500",6,2011,우암로 192,20200505,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,118.83,202005,12,"50,000",19,2011,우암로 192,20200512,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,84.76,202005,12,"40,000",12,2011,우암로 192,20200512,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,84.76,202005,14,"39,600",20,2011,우암로 192,20200514,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,84.76,202005,15,"37,800",3,2011,우암로 192,20200515,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,74.96,202005,16,"34,800",4,2011,우암로 192,20200516,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,84.96,202005,17,"40,500",5,2011,우암로 192,20200517,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,84.76,202005,21,"40,500",8,2011,우암로 192,20200521,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,84.76,202005,23,"45,500",11,2011,우암로 192,20200523,대전광역시 동구 우암로 192
대전광역시 동구 가양동,705,705,0,아침마을,74.96,202005,27,"34,800",4,2011,우암로 192,20200527,대전광역시 동구 우암로 192
대전광역시 동구 가양동,292-6,292,6,안전로얄,30.05,202005,12,"4,500",3,1987,가양로68번길 17,20200512,대전광역시 동구 가양로68번길 17
대전광역시 동구 가양동,33-4,33,4,임광하이츠2동,83.25,202005,06,"11,500",1,1991,동서대로1778번길 79,20200506,대전광역시 동구 동서대로1778번길 79
대전광역시 동구 가양동,35-14,35,14,임광하이츠4동,59.79,202005,26,"10,800",6,1991,흥룡로65번길 46,20200526,대전광역시 동구 흥룡로65번길 46
대전광역시 동구 가양동,162-11,162,11,큰솔3차,33.9914,202005,01,"7,350",6,2002,충정로18번길 60,20200501,대전광역시 동구 충정로18번길 60
대전광역시 동구 가양동,46-2,46,2,평화,84.83,202005,09,"15,200",6,1994,비래서로62번길 5,20200509,대전광역시 동구 비래서로62번길 5
대전광역시 동구 가양동,46-2,46,2,평화,59.91,202005,29,"9,500",9,1994,비래서로62번길 5,20200529,대전광역시 동구 비래서로62번길 5
대전광역시 동구 가양동,46-2,46,2,평화,59.91,202005,31,"12,750",9,1994,비래서로62번길 5,20200531,대전광역시 동구 비래서로62번길 5
대전광역시 동구 가양동,443-2,443,2,평화맨션,62.1,202005,06,"16,000",2,1986,계족로382번길 125,20200506,대전광역시 동구 계족로382번길 125
대전광역시 동구 가양동,443-2,443,2,평화맨션,64.8,202005,08,"16,500",4,1986,계족로382번길 125,20200508,대전광역시 동구 계족로382번길 125
대전광역시 동구 가양동,429-11,429,11,한성잉꼬,29.16,202005,22,"4,000",3,1987,동대전로321번길 9,20200522,대전광역시 동구 동대전로321번길 9
대전광역시 동구 가양동,28-6,28,6,한울,68.9805,202005,21,"19,000",4,2004,동서대로1770번길 76,20200521,대전광역시 동구 동서대로1770번길 76
대전광역시 동구 가오동,212,212,0,"유성(1,2동)",59.85,202005,28,"12,500",4,1989,대전로470번길 24,20200528,대전광역시 동구 대전로470번길 24
대전광역시 동구 가오동,658,658,0,은어송마을1단지(풍림아이원),84.9427,202005,02,"32,500",26,2007,동구청로 67,20200502,대전광역시 동구 동구청로 67
대전광역시 동구 가오동,658,658,0,은어송마을1단지(풍림아이원),84.8882,202005,16,"31,400",17,2007,동구청로 67,20200516,대전광역시 동구 동구청로 67
대전광역시 동구 가오동,658,658,0,은어송마을1단지(풍림아이원),84.8882,202005,20,"30,300",4,2007,동구청로 67,20200520,대전광역시 동구 동구청로 67
대전광역시 동구 가오동,496,496,0,은어송마을3단지(가오아이파크),101.8998,202005,06,"32,900",1,2006,은어송로 117,20200506,대전광역시 동구 은어송로 117
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.993,202005,07,"26,950",18,2007,은어송로 100,20200507,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.993,202005,08,"24,500",2,2007,은어송로 100,20200508,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.9883,202005,09,"26,600",7,2007,은어송로 100,20200509,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.9883,202005,10,"25,200",11,2007,은어송로 100,20200510,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.993,202005,13,"26,200",17,2007,은어송로 100,20200513,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.993,202005,23,"26,500",9,2007,은어송로 100,20200523,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.9883,202005,23,"25,100",5,2007,은어송로 100,20200523,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.993,202005,23,"25,900",16,2007,은어송로 100,20200523,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.9883,202005,24,"24,200",4,2007,은어송로 100,20200524,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.993,202005,24,"27,300",11,2007,은어송로 100,20200524,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,556,556,0,은어송마을5단지(우미린),59.9883,202005,29,"24,900",17,2007,은어송로 100,20200529,대전광역시 동구 은어송로 100
대전광역시 동구 가오동,497,497,0,은어송마을6단지(풍림2차),84.39,202005,04,"31,900",16,2007,신기로 100,20200504,대전광역시 동구 신기로 100
대전광역시 동구 가오동,497,497,0,은어송마을6단지(풍림2차),84.5,202005,09,"28,800",3,2007,신기로 100,20200509,대전광역시 동구 신기로 100
대전광역시 동구 가오동,497,497,0,은어송마을6단지(풍림2차),84.49,202005,24,"30,000",14,2007,신기로 100,20200524,대전광역시 동구 신기로 100
대전광역시 동구 가오동,497,497,0,은어송마을6단지(풍림2차),84.49,202005,28,"29,650",10,2007,신기로 100,20200528,대전광역시 동구 신기로 100
대전광역시 동구 가오동,210,210,0,주공(210),59.3,202005,09,"21,800",5,1985,대전로448번길 16,20200509,대전광역시 동구 대전로448번길 16
대전광역시 동구 가오동,210,210,0,주공(210),49.22,202005,13,"19,000",3,1985,대전로448번길 11,20200513,대전광역시 동구 대전로448번길 11
대전광역시 동구 가오동,394,394,0,천동주공,39.72,202005,01,"16,100",3,1985,대전로 499,20200501,대전광역시 동구 대전로 499
대전광역시 동구 가오동,394,394,0,천동주공,39.72,202005,11,"17,000",4,1985,대전로 499,20200511,대전광역시 동구 대전로 499
대전광역시 동구 가오동,394,394,0,천동주공,39.72,202005,23,"17,000",2,1985,대전로 499,20200523,대전광역시 동구 대전로 499
대전광역시 동구 낭월동,723,723,0,e편한세상,84.98,202005,01,"22,500",2,2011,산내로 1330,20200501,대전광역시 동구 산내로 1330
대전광역시 동구 낭월동,723,723,0,e편한세상,84.985,202005,07,"23,200",2,2011,산내로 1330,20200507,대전광역시 동구 산내로 1330
대전광역시 동구 낭월동,723,723,0,e편한세상,84.98,202005,08,"24,250",11,2011,산내로 1330,20200508,대전광역시 동구 산내로 1330
