시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,계약날짜,도로명주소
대전광역시 서구 탄방동,675,675,0,탑스빌,36.17,202005,28,"9,330",13,2003,문정로2번길 113,20200528,대전광역시 서구 문정로2번길 113
대전광역시 서구 탄방동,834,834,0,한가람,84.96,202005,04,"44,900",10,1991,문예로 16,20200504,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,59.76,202005,06,"27,400",15,1991,문예로 16,20200506,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,39.6,202005,06,"17,800",8,1991,문예로 16,20200506,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,84.76,202005,09,"39,000",3,1991,문예로 16,20200509,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,39.6,202005,19,"17,850",13,1991,문예로 16,20200519,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,84.96,202005,21,"41,000",5,1991,문예로 16,20200521,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,39.6,202005,23,"18,250",11,1991,문예로 16,20200523,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,834,834,0,한가람,84.96,202005,28,"45,000",12,1991,문예로 16,20200528,대전광역시 서구 문예로 16
대전광역시 서구 탄방동,765,765,0,한우리,84.72,202005,06,"37,000",11,1994,문정로90번길 60,20200506,대전광역시 서구 문정로90번길 60
대전광역시 유성구 계산동,749,749,0,계룡리슈빌(학의뜰),84.9977,202005,01,"38,000",11,2011,학하로 33,20200501,대전광역시 유성구 학하로 33
대전광역시 유성구 계산동,749,749,0,계룡리슈빌(학의뜰),84.9995,202005,25,"41,000",10,2011,학하로 33,20200525,대전광역시 유성구 학하로 33
대전광역시 유성구 계산동,721,721,0,오투그란데,103.3658,202005,08,"47,100",9,2011,학하남로 10,20200508,대전광역시 유성구 학하남로 10
대전광역시 유성구 계산동,721,721,0,오투그란데,103.3658,202005,15,"46,000",11,2011,학하남로 10,20200515,대전광역시 유성구 학하남로 10
대전광역시 유성구 계산동,721,721,0,오투그란데,92.8934,202005,15,"45,000",10,2011,학하남로 10,20200515,대전광역시 유성구 학하남로 10
대전광역시 유성구 계산동,721,721,0,오투그란데,119.3319,202005,18,"51,400",2,2011,학하남로 10,20200518,대전광역시 유성구 학하남로 10
대전광역시 유성구 계산동,721,721,0,오투그란데,92.8934,202005,23,"42,000",6,2011,학하남로 10,20200523,대전광역시 유성구 학하남로 10
대전광역시 유성구 계산동,721,721,0,오투그란데,92.8921,202005,25,"40,000",2,2011,학하남로 10,20200525,대전광역시 유성구 학하남로 10
대전광역시 유성구 계산동,722,722,0,오투그란데 리빙포레 아파트,79.4785,202005,09,"44,300",20,2018,학하중앙로 99,20200509,대전광역시 유성구 학하중앙로 99
대전광역시 유성구 계산동,722,722,0,오투그란데 리빙포레 아파트,77.512,202005,12,"42,000",13,2018,학하중앙로 99,20200512,대전광역시 유성구 학하중앙로 99
대전광역시 유성구 계산동,722,722,0,오투그란데 리빙포레 아파트,84.8953,202005,21,"51,000",15,2018,학하중앙로 99,20200521,대전광역시 유성구 학하중앙로 99
대전광역시 유성구 계산동,722,722,0,오투그란데 리빙포레 아파트,84.8953,202005,23,"46,000",16,2018,학하중앙로 99,20200523,대전광역시 유성구 학하중앙로 99
대전광역시 유성구 관평동,892,892,0,금성백조예미지7단지아파트,84.9363,202005,05,"48,000",7,2007,관평1로 12,20200505,대전광역시 유성구 관평1로 12
대전광역시 유성구 관평동,892,892,0,금성백조예미지7단지아파트,84.9363,202005,09,"50,000",10,2007,관평1로 12,20200509,대전광역시 유성구 관평1로 12
대전광역시 유성구 관평동,892,892,0,금성백조예미지7단지아파트,101.863,202005,10,"54,000",18,2007,관평1로 12,20200510,대전광역시 유성구 관평1로 12
대전광역시 유성구 관평동,892,892,0,금성백조예미지7단지아파트,128.8419,202005,22,"57,900",11,2007,관평1로 12,20200522,대전광역시 유성구 관평1로 12
대전광역시 유성구 관평동,892,892,0,금성백조예미지7단지아파트,128.8419,202005,29,"54,000",5,2007,관평1로 12,20200529,대전광역시 유성구 관평1로 12
대전광역시 유성구 관평동,896,896,0,금성백조예미지8단지,101.863,202005,17,"55,400",12,2007,배울2로 3,20200517,대전광역시 유성구 배울2로 3
대전광역시 유성구 관평동,896,896,0,금성백조예미지8단지,101.863,202005,24,"53,900",11,2007,배울2로 3,20200524,대전광역시 유성구 배울2로 3
대전광역시 유성구 관평동,896,896,0,금성백조예미지8단지,128.8419,202005,26,"54,500",18,2007,배울2로 3,20200526,대전광역시 유성구 배울2로 3
대전광역시 유성구 관평동,896,896,0,금성백조예미지8단지,101.863,202005,26,"52,000",19,2007,배울2로 3,20200526,대전광역시 유성구 배울2로 3
대전광역시 유성구 관평동,665,665,0,대우푸르지오,118.6652,202005,08,"41,500",9,2006,배울1로 13,20200508,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,101.6932,202005,09,"36,500",13,2006,배울1로 13,20200509,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,101.6932,202005,16,"35,000",6,2006,배울1로 13,20200516,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,84.9993,202005,16,"32,000",24,2006,배울1로 13,20200516,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,84.9993,202005,19,"31,800",15,2006,배울1로 13,20200519,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,84.9993,202005,20,"32,800",11,2006,배울1로 13,20200520,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,84.9993,202005,20,"33,000",13,2006,배울1로 13,20200520,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,84.9993,202005,21,"32,000",15,2006,배울1로 13,20200521,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,665,665,0,대우푸르지오,118.6652,202005,31,"40,800",17,2006,배울1로 13,20200531,대전광역시 유성구 배울1로 13
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,84.9622,202005,09,"36,800",10,2006,배울2로 42,20200509,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,84.9704,202005,13,"37,000",10,2006,배울2로 42,20200513,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,84.9704,202005,21,"40,700",16,2006,배울2로 42,20200521,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,84.9622,202005,21,"34,900",2,2006,배울2로 42,20200521,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,84.9704,202005,23,"35,200",5,2006,배울2로 42,20200523,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,120.01299999999999,202005,24,"45,100",13,2006,배울2로 42,20200524,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,100.4459,202005,28,"42,500",11,2006,배울2로 42,20200528,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,69.8937,202005,30,"34,000",9,2006,배울2로 42,20200530,대전광역시 유성구 배울2로 42
대전광역시 유성구 관평동,666,666,0,쌍용스윗닷홈,84.99,202005,02,"36,150",14,2006,배울1로 35,20200502,대전광역시 유성구 배울1로 35
대전광역시 유성구 관평동,666,666,0,쌍용스윗닷홈,84.99,202005,03,"34,500",18,2006,배울1로 35,20200503,대전광역시 유성구 배울1로 35
대전광역시 유성구 관평동,666,666,0,쌍용스윗닷홈,84.97,202005,09,"29,000",1,2006,배울1로 35,20200509,대전광역시 유성구 배울1로 35
대전광역시 유성구 관평동,666,666,0,쌍용스윗닷홈,84.99,202005,10,"34,700",8,2006,배울1로 35,20200510,대전광역시 유성구 배울1로 35
대전광역시 유성구 관평동,666,666,0,쌍용스윗닷홈,84.99,202005,11,"33,800",5,2006,배울1로 35,20200511,대전광역시 유성구 배울1로 35
대전광역시 유성구 관평동,666,666,0,쌍용스윗닷홈,84.97,202005,31,"35,750",16,2006,배울1로 35,20200531,대전광역시 유성구 배울1로 35
대전광역시 유성구 관평동,672,672,0,운암네오미아,84.45,202005,10,"40,000",5,2006,배울2로 78,20200510,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,100.0,202005,16,"44,300",3,2006,배울2로 78,20200516,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,84.45,202005,18,"42,500",17,2006,배울2로 78,20200518,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,84.45,202005,22,"44,000",15,2006,배울2로 78,20200522,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,129.71,202005,22,"58,000",23,2006,배울2로 78,20200522,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,84.78,202005,23,"44,000",24,2006,배울2로 78,20200523,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,129.71,202005,24,"57,000",10,2006,배울2로 78,20200524,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,672,672,0,운암네오미아,100.0,202005,31,"49,000",20,2006,배울2로 78,20200531,대전광역시 유성구 배울2로 78
대전광역시 유성구 관평동,668,668,0,중앙하이츠빌,84.9548,202005,15,"34,000",3,2006,배울2로 24,20200515,대전광역시 유성구 배울2로 24
대전광역시 유성구 관평동,668,668,0,중앙하이츠빌,84.9548,202005,16,"37,400",12,2006,배울2로 24,20200516,대전광역시 유성구 배울2로 24
대전광역시 유성구 관평동,668,668,0,중앙하이츠빌,84.9548,202005,18,"39,200",14,2006,배울2로 24,20200518,대전광역시 유성구 배울2로 24
대전광역시 유성구 관평동,668,668,0,중앙하이츠빌,84.9548,202005,23,"37,600",18,2006,배울2로 24,20200523,대전광역시 유성구 배울2로 24
대전광역시 유성구 관평동,668,668,0,중앙하이츠빌,84.9548,202005,28,"36,650",9,2006,배울2로 24,20200528,대전광역시 유성구 배울2로 24
대전광역시 유성구 관평동,664,664,0,한화꿈에그린1차,59.912,202005,06,"29,200",3,2006,배울2로 6,20200506,대전광역시 유성구 배울2로 6
대전광역시 유성구 관평동,664,664,0,한화꿈에그린1차,125.068,202005,22,"36,950",12,2006,배울2로 6,20200522,대전광역시 유성구 배울2로 6
대전광역시 유성구 관평동,664,664,0,한화꿈에그린1차,59.912,202005,23,"28,300",18,2006,배울2로 6,20200523,대전광역시 유성구 배울2로 6
대전광역시 유성구 관평동,664,664,0,한화꿈에그린1차,59.912,202005,23,"30,500",7,2006,배울2로 6,20200523,대전광역시 유성구 배울2로 6
대전광역시 유성구 관평동,664,664,0,한화꿈에그린1차,84.93,202005,25,"32,000",24,2006,배울2로 6,20200525,대전광역시 유성구 배울2로 6
대전광역시 유성구 관평동,664,664,0,한화꿈에그린1차,84.654,202005,26,"33,500",10,2006,배울2로 6,20200526,대전광역시 유성구 배울2로 6
대전광역시 유성구 관평동,898,898,0,한화꿈에그린2차,114.7815,202005,08,"55,500",8,2008,배울2로 19,20200508,대전광역시 유성구 배울2로 19
대전광역시 유성구 관평동,898,898,0,한화꿈에그린2차,128.9588,202005,25,"58,000",4,2008,배울2로 19,20200525,대전광역시 유성구 배울2로 19
대전광역시 유성구 관평동,898,898,0,한화꿈에그린2차,114.7815,202005,26,"58,000",9,2008,배울2로 19,20200526,대전광역시 유성구 배울2로 19
대전광역시 유성구 관평동,898,898,0,한화꿈에그린2차,114.7815,202005,29,"58,000",12,2008,배울2로 19,20200529,대전광역시 유성구 배울2로 19
대전광역시 유성구 관평동,898,898,0,한화꿈에그린2차,114.7815,202005,30,"58,000",10,2008,배울2로 19,20200530,대전광역시 유성구 배울2로 19
대전광역시 유성구 관평동,898,898,0,한화꿈에그린2차,128.9588,202005,30,"58,500",11,2008,배울2로 19,20200530,대전광역시 유성구 배울2로 19
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.654,202005,11,"48,000",2,2008,배울2로 61,20200511,대전광역시 유성구 배울2로 61
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.738,202005,14,"49,800",10,2008,배울2로 61,20200514,대전광역시 유성구 배울2로 61
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.654,202005,15,"55,000",16,2008,배울2로 61,20200515,대전광역시 유성구 배울2로 61
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.738,202005,21,"48,300",7,2008,배울2로 61,20200521,대전광역시 유성구 배울2로 61
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.738,202005,23,"49,000",8,2008,배울2로 61,20200523,대전광역시 유성구 배울2로 61
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,114.781,202005,23,"66,000",17,2008,배울2로 61,20200523,대전광역시 유성구 배울2로 61
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.738,202005,29,"48,000",5,2008,배울2로 61,20200529,대전광역시 유성구 배울2로 61
대전광역시 유성구 교촌동,616,616,0,미메이드,84.9351,202005,04,"31,500",7,2006,진잠로149번길 30,20200504,대전광역시 유성구 진잠로149번길 30
대전광역시 유성구 교촌동,616,616,0,미메이드,84.9351,202005,22,"26,900",2,2006,진잠로149번길 30,20200522,대전광역시 유성구 진잠로149번길 30
대전광역시 유성구 교촌동,616,616,0,미메이드,84.9351,202005,22,"26,000",3,2006,진잠로149번길 30,20200522,대전광역시 유성구 진잠로149번길 30
대전광역시 유성구 교촌동,616,616,0,미메이드,84.9351,202005,26,"30,300",7,2006,진잠로149번길 30,20200526,대전광역시 유성구 진잠로149번길 30
대전광역시 유성구 교촌동,617,617,0,제이파크,84.9526,202005,01,"24,700",10,2005,진잠로149번길 24,20200501,대전광역시 유성구 진잠로149번길 24
대전광역시 유성구 교촌동,617,617,0,제이파크,84.9796,202005,26,"22,800",1,2005,진잠로149번길 24,20200526,대전광역시 유성구 진잠로149번길 24
대전광역시 유성구 구암동,593-12,593,12,왕성빌라,58.86,202005,23,"11,700",4,1995,계룡로38번길 34,20200523,대전광역시 유성구 계룡로38번길 34
대전광역시 유성구 구암동,593-12,593,12,왕성빌라,47.13,202005,30,"7,300",5,1995,계룡로38번길 34,20200530,대전광역시 유성구 계룡로38번길 34
대전광역시 유성구 구암동,596-6,596,6,유성타워,35.22,202005,23,"6,000",4,1996,유성대로668번길 81,20200523,대전광역시 유성구 유성대로668번길 81
대전광역시 유성구 구암동,596-6,596,6,유성타워,41.7,202005,28,"7,000",4,1996,유성대로668번길 81,20200528,대전광역시 유성구 유성대로668번길 81
대전광역시 유성구 구암동,627-1,627,1,초롱마을,59.34,202005,20,"14,900",7,1995,월드컵대로253번길 37,20200520,대전광역시 유성구 월드컵대로253번길 37
대전광역시 유성구 구암동,620-4,620,4,희상원,84.08,202005,30,"17,500",3,2009,월드컵대로253번안길 56,20200530,대전광역시 유성구 월드컵대로253번안길 56
대전광역시 유성구 궁동,395-3,395,3,다솔,84.82,202005,06,"24,800",3,1995,궁동로 5,20200506,대전광역시 유성구 궁동로 5
대전광역시 유성구 궁동,395-3,395,3,다솔,115.16,202005,15,"29,000",6,1995,궁동로 5,20200515,대전광역시 유성구 궁동로 5
대전광역시 유성구 궁동,395-3,395,3,다솔,143.45,202005,31,"29,000",1,1995,궁동로 5,20200531,대전광역시 유성구 궁동로 5
대전광역시 유성구 노은동,553-2,553,2,노은노블레스,144.51,202005,06,"27,500",12,2004,한밭대로 138,20200506,대전광역시 유성구 한밭대로 138
대전광역시 유성구 노은동,553-8,553,8,노은스타돔,82.71,202005,15,"22,000",11,2005,노은로 71,20200515,대전광역시 유성구 노은로 71
대전광역시 유성구 노은동,552-3,552,3,열매마을11단지(계룡리슈빌),128.345,202005,23,"44,400",4,2003,왕가봉로 23,20200523,대전광역시 유성구 왕가봉로 23
대전광역시 유성구 노은동,552-3,552,3,열매마을11단지(계룡리슈빌),102.0,202005,30,"38,500",5,2003,왕가봉로 23,20200530,대전광역시 유성구 왕가봉로 23
대전광역시 유성구 노은동,520-1,520,1,열매마을8단지(계룡새미래),129.77200000000002,202005,05,"74,000",7,2001,은구비남로 34,20200505,대전광역시 유성구 은구비남로 34
대전광역시 유성구 노은동,520-1,520,1,열매마을8단지(계룡새미래),129.77200000000002,202005,08,"73,700",6,2001,은구비남로 34,20200508,대전광역시 유성구 은구비남로 34
대전광역시 유성구 노은동,521,521,0,열매마을9단지(금성백조),84.9761,202005,09,"45,000",8,2002,은구비남로 56,20200509,대전광역시 유성구 은구비남로 56
대전광역시 유성구 노은동,521,521,0,열매마을9단지(금성백조),84.9761,202005,23,"57,200",9,2002,은구비남로 56,20200523,대전광역시 유성구 은구비남로 56
대전광역시 유성구 노은동,521,521,0,열매마을9단지(금성백조),84.9761,202005,29,"48,000",3,2002,은구비남로 56,20200529,대전광역시 유성구 은구비남로 56
대전광역시 유성구 노은동,521,521,0,열매마을9단지(금성백조),84.9761,202005,30,"45,500",14,2002,은구비남로 56,20200530,대전광역시 유성구 은구비남로 56
대전광역시 유성구 대정동,316-1,316,1,드리움1단지,84.65,202005,03,"22,700",3,2004,대정로28번길 50,20200503,대전광역시 유성구 대정로28번길 50
대전광역시 유성구 대정동,316-1,316,1,드리움1단지,59.73,202005,09,"18,000",13,2004,대정로28번길 50,20200509,대전광역시 유성구 대정로28번길 50
대전광역시 유성구 대정동,316-1,316,1,드리움1단지,59.73,202005,13,"16,000",2,2004,대정로28번길 50,20200513,대전광역시 유성구 대정로28번길 50
대전광역시 유성구 대정동,316-1,316,1,드리움1단지,59.73,202005,13,"17,300",7,2004,대정로28번길 50,20200513,대전광역시 유성구 대정로28번길 50
대전광역시 유성구 대정동,316-1,316,1,드리움1단지,84.65,202005,14,"23,000",13,2004,대정로28번길 50,20200514,대전광역시 유성구 대정로28번길 50
대전광역시 유성구 대정동,316-1,316,1,드리움1단지,59.75,202005,16,"15,800",2,2004,대정로28번길 50,20200516,대전광역시 유성구 대정로28번길 50
대전광역시 유성구 대정동,317-1,317,1,드리움2단지,74.16,202005,15,"23,000",6,2006,대정로28번안길 80,20200515,대전광역시 유성구 대정로28번안길 80
대전광역시 유성구 대정동,317-1,317,1,드리움2단지,84.76,202005,23,"24,000",1,2006,대정로28번안길 80,20200523,대전광역시 유성구 대정로28번안길 80
대전광역시 유성구 대정동,317-1,317,1,드리움2단지,84.76,202005,26,"24,700",10,2006,대정로28번안길 80,20200526,대전광역시 유성구 대정로28번안길 80
대전광역시 유성구 덕명동,524,524,0,네오미아,134.42,202005,01,"46,500",22,2010,덕명로 26,20200501,대전광역시 유성구 덕명로 26
대전광역시 유성구 덕명동,524,524,0,네오미아,83.90700000000001,202005,16,"36,000",10,2010,덕명로 26,20200516,대전광역시 유성구 덕명로 26
대전광역시 유성구 덕명동,524,524,0,네오미아,83.90700000000001,202005,25,"33,000",12,2010,덕명로 26,20200525,대전광역시 유성구 덕명로 26
대전광역시 유성구 덕명동,524,524,0,네오미아,127.7,202005,31,"44,500",15,2010,덕명로 26,20200531,대전광역시 유성구 덕명로 26
대전광역시 유성구 덕명동,614,614,0,유성 숲 오투그란데 3차,79.9955,202005,15,"46,200",28,2019,학하중앙로 60,20200515,대전광역시 유성구 학하중앙로 60
대전광역시 유성구 덕명동,528,528,0,하우스토리네오미아,101.8887,202005,08,"37,000",15,2010,덕명로 63,20200508,대전광역시 유성구 덕명로 63
대전광역시 유성구 덕명동,528,528,0,하우스토리네오미아,101.9479,202005,12,"36,000",7,2010,덕명로 63,20200512,대전광역시 유성구 덕명로 63
대전광역시 유성구 덕명동,528,528,0,하우스토리네오미아,101.8887,202005,25,"36,800",12,2010,덕명로 63,20200525,대전광역시 유성구 덕명로 63
대전광역시 유성구 덕명동,528,528,0,하우스토리네오미아,126.8524,202005,30,"38,500",2,2010,덕명로 63,20200530,대전광역시 유성구 덕명로 63
대전광역시 유성구 도룡동,391,391,0,도룡에스케이뷰,116.8648,202005,08,"151,500",7,2018,가정로 306-1,20200508,대전광역시 유성구 가정로 306-1
대전광역시 유성구 도룡동,391,391,0,도룡에스케이뷰,84.9944,202005,21,"120,000",8,2018,가정로 306-1,20200521,대전광역시 유성구 가정로 306-1
대전광역시 유성구 도룡동,385-15,385,15,로얄밸리,76.7587,202005,21,"18,500",3,2004,대덕대로 596,20200521,대전광역시 유성구 대덕대로 596
대전광역시 유성구 도룡동,4-7,4,7,스마트시티5단지,134.9654,202005,12,"135,000",13,2008,엑스포로123번길 46-15,20200512,대전광역시 유성구 엑스포로123번길 46-15
대전광역시 유성구 도룡동,383-3,383,3,우성,76.17,202005,29,"46,000",2,1989,문지로 22,20200529,대전광역시 유성구 문지로 22
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,07,"42,700",11,2017,문지로 300,20200507,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,08,"38,000",5,2017,문지로 300,20200508,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.978,202005,10,"57,800",5,2017,문지로 300,20200510,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,14,"35,800",6,2017,문지로 300,20200514,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.92200000000001,202005,15,"61,000",17,2017,문지로 300,20200515,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.978,202005,16,"58,400",8,2017,문지로 300,20200516,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.935,202005,16,"55,000",7,2017,문지로 300,20200516,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,16,"39,000",17,2017,문지로 300,20200516,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.92200000000001,202005,17,"59,200",14,2017,문지로 300,20200517,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.957,202005,17,"39,400",10,2017,문지로 300,20200517,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,18,"40,500",13,2017,문지로 300,20200518,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,18,"40,300",6,2017,문지로 300,20200518,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.957,202005,18,"41,000",13,2017,문지로 300,20200518,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.986,202005,18,"63,000",17,2017,문지로 300,20200518,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.978,202005,18,"57,000",14,2017,문지로 300,20200518,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,19,"39,500",12,2017,문지로 300,20200519,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.957,202005,20,"40,000",12,2017,문지로 300,20200520,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,20,"40,300",12,2017,문지로 300,20200520,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.986,202005,21,"61,500",23,2017,문지로 300,20200521,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,22,"40,000",15,2017,문지로 300,20200522,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.954,202005,22,"69,500",22,2017,문지로 300,20200522,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.954,202005,22,"68,500",9,2017,문지로 300,20200522,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,22,"39,000",4,2017,문지로 300,20200522,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.978,202005,22,"62,800",10,2017,문지로 300,20200522,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,23,"38,500",4,2017,문지로 300,20200523,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,23,"38,000",4,2017,문지로 300,20200523,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.92200000000001,202005,23,"59,000",19,2017,문지로 300,20200523,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.973,202005,23,"40,000",8,2017,문지로 300,20200523,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.978,202005,25,"49,700",1,2017,문지로 300,20200525,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202005,26,"40,000",5,2017,문지로 300,20200526,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.954,202005,27,"67,000",14,2017,문지로 300,20200527,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.957,202005,28,"43,000",11,2017,문지로 300,20200528,대전광역시 유성구 문지로 300
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.957,202005,29,"41,000",4,2017,문지로 300,20200529,대전광역시 유성구 문지로 300
대전광역시 유성구 반석동,622,622,0,반석마을5단지(금성백조예미지),101.986,202005,05,"59,700",1,2005,반석동로 33,20200505,대전광역시 유성구 반석동로 33
대전광역시 유성구 반석동,622,622,0,반석마을5단지(금성백조예미지),132.0577,202005,09,"62,000",2,2005,반석동로 33,20200509,대전광역시 유성구 반석동로 33
대전광역시 유성구 반석동,613,613,0,반석마을6단지(삼부르네상스2단지),84.976,202005,16,"47,000",21,2005,반석서로 98,20200516,대전광역시 유성구 반석서로 98
대전광역시 유성구 반석동,612,612,0,반석마을7단지(삼부르네상스1단지),84.90299999999999,202005,04,"34,500",2,2004,반석서로 109,20200504,대전광역시 유성구 반석서로 109
대전광역시 유성구 반석동,612,612,0,반석마을7단지(삼부르네상스1단지),84.90299999999999,202005,08,"36,700",13,2004,반석서로 109,20200508,대전광역시 유성구 반석서로 109
대전광역시 유성구 반석동,612,612,0,반석마을7단지(삼부르네상스1단지),84.90299999999999,202005,15,"36,500",18,2004,반석서로 109,20200515,대전광역시 유성구 반석서로 109
대전광역시 유성구 반석동,612,612,0,반석마을7단지(삼부르네상스1단지),76.67699999999999,202005,16,"32,500",7,2004,반석서로 109,20200516,대전광역시 유성구 반석서로 109
대전광역시 유성구 반석동,612,612,0,반석마을7단지(삼부르네상스1단지),84.90299999999999,202005,19,"36,500",17,2004,반석서로 109,20200519,대전광역시 유성구 반석서로 109
