"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"대전광역시 대덕구 대화동","27-7","0027","0007","금강","56.26","202005","25","7,000","5","1978","대전로 1247"
"대전광역시 대덕구 대화동","16-2","0016","0002","금성백조","63.075","202005","11","8,700","3","1985","대화로 19"
"대전광역시 대덕구 대화동","16-2","0016","0002","금성백조","70.425","202005","26","9,000","5","1985","대화로 19"
"대전광역시 대덕구 대화동","40-67","0040","0067","대화","49","202005","12","3,400","3","1979","대화로 53"
"대전광역시 대덕구 대화동","31-36","0031","0036","두레","35.8818","202005","4","7,500","2","2001","대화1길 77"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","71.82","202005","3","7,750","5","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","54.565","202005","6","6,000","3","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","64.68","202005","15","9,800","1","1987","대화10길 72"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","73.515","202005","18","11,100","4","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","71.82","202005","19","11,750","2","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","62.52","202005","19","10,000","2","1987","대화10길 72"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","73.515","202005","19","10,200","3","1987","대화11길 11"
"대전광역시 대덕구 대화동","16-5","0016","0005","세원풍남","73.515","202005","20","8,700","5","1987","대화11길 11"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","60.855","202005","8","8,000","2","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","60.855","202005","12","6,300","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","60.855","202005","12","7,400","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","60.855","202005","19","7,500","5","1990","동심1길 103"
"대전광역시 대덕구 대화동","30-1","0030","0001","소라","60.855","202005","22","8,200","2","1990","동심1길 103"
"대전광역시 대덕구 대화동","16-163","0016","0163","신대화","55.34","202005","9","4,700","4","1983","대전로 1255"
"대전광역시 대덕구 대화동","16-163","0016","0163","신대화","56.24","202005","21","6,000","3","1983","대전로 1255"
"대전광역시 대덕구 대화동","16-163","0016","0163","신대화","56.24","202005","23","4,100","5","1983","대전로 1255"
"대전광역시 대덕구 대화동","229-12","0229","0012","장미","60.12","202005","11","7,700","3","1986","동심5길 16"
"대전광역시 대덕구 대화동","229-12","0229","0012","장미","63.36","202005","12","7,200","4","1986","동심5길 16"
"대전광역시 대덕구 덕암동","62-18","0062","0018","금성백조","44.02","202005","1","3,950","5","1988","덕암로173번길 8"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","41.87","202005","6","5,850","12","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","3-7","0003","0007","덕암","41.87","202005","12","5,400","12","1998","덕암로265번길 81"
"대전광역시 대덕구 덕암동","45-2","0045","0002","삼부덕암마을","60","202005","14","14,100","9","2000","덕암로234번길 15"
"대전광역시 대덕구 덕암동","45-2","0045","0002","삼부덕암마을","60","202005","30","13,500","16","2000","덕암로234번길 15"
"대전광역시 대덕구 덕암동","4-1","0004","0001","원창주택(C,D동)","59.68","202005","14","6,500","4","1991","덕암북로10번길 31"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","2","8,000","10","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","4","8,400","14","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","9","8,000","9","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","12","7,500","12","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","13","8,400","15","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","21","7,900","1","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","185-2","0185","0002","다사랑","49.86","202005","27","10,000","12","1993","대덕대로1470번길 55"
"대전광역시 대덕구 목상동","204","0204","0000","두레마을 2차","59.9945","202005","21","14,200","1","2014","대덕대로1486번길 65"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","59.96","202005","1","12,400","15","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","185-1","0185","0001","상록수","59.96","202005","11","11,500","1","1999","대덕대로1470번길 27"
"대전광역시 대덕구 목상동","207-25","0207","0025","평화로운 ","59.9788","202005","4","14,600","6","2011","대덕대로1520번길 77"
"대전광역시 대덕구 목상동","207-25","0207","0025","평화로운 ","59.9788","202005","4","14,000","12","2011","대덕대로1520번길 77"
"대전광역시 대덕구 목상동","207-25","0207","0025","평화로운 ","59.9788","202005","23","13,900","2","2011","대덕대로1520번길 77"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","1","13,000","4","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","7","12,700","3","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","84.835","202005","11","20,900","5","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","15","13,000","2","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","15","15,500","9","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","16","14,600","13","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","16","15,000","6","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","16","13,400","3","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","16","14,800","8","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","84.93","202005","20","20,000","3","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","84.835","202005","20","17,700","1","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","84.93","202005","21","19,500","2","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","22","15,100","10","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","23","15,300","9","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","84.93","202005","23","19,700","15","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","59.34","202005","28","14,750","9","1993","동춘당로 151"
"대전광역시 대덕구 법동","195-1","0195","0001","그린타운","84.93","202005","30","22,000","11","1993","동춘당로 151"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","98.87","202005","3","31,000","12","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","83.25","202005","3","23,500","5","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","6","16,500","7","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","6","17,000","5","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","12","18,300","12","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","14","15,900","11","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","14","17,500","14","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","16","17,500","6","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","83.25","202005","18","24,300","9","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","20","13,900","1","1995","동춘당로 178"
"대전광역시 대덕구 법동","191-1","0191","0001","보람","59.16","202005","27","15,800","2","1995","동춘당로 178"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","84.85","202005","4","18,200","6","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","8","14,400","14","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","84.85","202005","9","19,300","7","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","9","14,400","11","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","11","15,300","14","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","15","12,500","2","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","84.85","202005","15","21,000","10","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","15","13,500","5","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","16","14,500","12","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","16","14,250","4","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","21","14,500","9","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","84.85","202005","21","19,900","1","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","23","14,300","5","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","59.76","202005","25","13,500","7","1993","동춘당로 160"
"대전광역시 대덕구 법동","190","0190","0000","삼익소월","84.85","202005","27","19,800","3","1993","동춘당로 160"
"대전광역시 대덕구 법동","281","0281","0000","삼정하이츠","77.25","202005","2","27,000","5","1987","계족로663번길 30"
"대전광역시 대덕구 법동","281","0281","0000","삼정하이츠","55.68","202005","25","22,000","4","1987","계족로663번길 30"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","84.9825","202005","7","14,300","11","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","84.9712","202005","12","16,500","6","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","84.9825","202005","15","16,000","6","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","77.3","202005","23","13,850","1","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","77.3","202005","23","14,000","11","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","77.3","202005","24","14,000","3","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","77.3","202005","26","14,000","7","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","77.3","202005","27","15,800","14","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","77.3","202005","28","14,500","2","1989","계족로663번길 32"
"대전광역시 대덕구 법동","280-2","0280","0002","삼호","84.9825","202005","29","15,000","11","1989","계족로663번길 32"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","1","16,800","3","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","1","16,900","18","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","7","17,400","12","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","9","17,800","15","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","84.89","202005","9","25,000","13","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","84.89","202005","10","22,300","6","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","84.89","202005","12","24,000","4","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","12","17,000","5","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","12","17,500","5","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","15","17,200","6","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","16","17,350","17","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","84.89","202005","21","23,500","14","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","23","16,800","12","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","25","17,350","7","1999","계족로690번길 21"
"대전광역시 대덕구 법동","440-4","0440","0004","선비마을1","59.87","202005","30","17,250","4","1999","계족로690번길 21"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","1","17,450","11","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","4","17,800","8","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","4","18,000","8","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","11","17,100","8","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","125.2","202005","13","20,300","11","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","13","16,200","2","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","14","16,500","3","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","125.2","202005","15","22,400","7","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","19","15,200","1","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","125.2","202005","27","23,500","4","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","74.005","202005","29","16,350","10","1990","아리랑로 211"
"대전광역시 대덕구 법동","389","0389","0000","영진로얄","84.88","202005","29","16,000","2","1990","아리랑로 211"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","59.17","202005","12","12,500","10","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","84.945","202005","23","18,300","8","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","71.4","202005","25","15,300","5","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","84.945","202005","29","18,400","7","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","59.17","202005","29","11,800","11","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","59.17","202005","30","13,200","3","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","59.17","202005","30","14,500","10","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","108.89","202005","30","23,200","4","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","84.945","202005","30","17,500","2","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","108.89","202005","30","21,600","10","1989","계족로663번길 23"
"대전광역시 대덕구 법동","285-1","0285","0001","유원","84.945","202005","30","17,800","9","1989","계족로663번길 23"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","49.94","202005","1","9,800","7","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","32.39","202005","1","6,500","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","1","8,600","6","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","39.15","202005","4","6,000","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","49.94","202005","4","9,000","1","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","29.25","202005","4","4,800","1","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","32.39","202005","5","6,100","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","66.56","202005","5","15,000","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","61.52","202005","6","12,400","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","29.25","202005","6","5,300","3","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","6","8,000","5","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","39.15","202005","6","6,500","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","6","7,800","1","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","8","8,700","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","9","9,100","10","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","39.15","202005","9","6,550","3","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","29.25","202005","9","4,300","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","39.15","202005","9","6,700","5","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","66.56","202005","9","14,900","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","11","8,550","2","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","66.56","202005","11","12,500","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","61.52","202005","11","12,900","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","61.52","202005","13","12,500","2","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","61.52","202005","13","12,700","5","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","29.25","202005","13","4,200","5","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","39.15","202005","15","7,100","4","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","16","8,500","2","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","41.3","202005","18","8,700","13","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","49.94","202005","23","9,000","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","32.39","202005","25","6,500","15","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","32.39","202005","25","7,100","11","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","49.94","202005","27","9,300","5","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","49.94","202005","28","9,500","7","1987","계족로663번길 29"
"대전광역시 대덕구 법동","284-1","0284","0001","주공2","39.15","202005","31","7,200","5","1987","계족로663번길 29"
"대전광역시 대덕구 비래동","133-5","0133","0005","금성백조(133-5)","84.45","202005","13","15,900","10","1991","우암동로 2"
"대전광역시 대덕구 비래동","136-1","0136","0001","금성백조2","78.36","202005","5","16,200","11","1991","비래동로 44"
"대전광역시 대덕구 비래동","18-21","0018","0021","둥지","59.4","202005","4","12,700","2","1994","신상로 21"
"대전광역시 대덕구 비래동","18-21","0018","0021","둥지","59.4","202005","8","13,800","6","1994","신상로 21"
"대전광역시 대덕구 비래동","145-11","0145","0011","리치빌","81.5139","202005","4","18,300","7","2005","비래동로32번길 45"
"대전광역시 대덕구 비래동","135-5","0135","0005","미래101동","35.7478","202005","6","7,300","10","2001","우암동로18번길 30"
"대전광역시 대덕구 비래동","509-1","0509","0001","비래휴플러스","84.9097","202005","25","31,800","14","2006","비래서로10번길 21"
"대전광역시 대덕구 비래동","124-1","0124","0001","삼호맨션","77.31","202005","17","13,000","8","1989","비래서로 42"
"대전광역시 대덕구 비래동","124-1","0124","0001","삼호맨션","77.31","202005","20","14,300","4","1989","비래서로 42"
"대전광역시 대덕구 비래동","129-3","0129","0003","임광","67.05","202005","19","9,000","2","1988","비래동로31번길 30"
"대전광역시 대덕구 비래동","115-17","0115","0017","평화","59.76","202005","4","8,900","9","1994","우암동로17번길 26"
"대전광역시 대덕구 비래동","115-17","0115","0017","평화","59.76","202005","16","10,100","3","1994","우암동로17번길 26"
"대전광역시 대덕구 비래동","47-1","0047","0001","현대","72.82","202005","7","13,000","5","1986","우암로 394"
"대전광역시 대덕구 비래동","47-1","0047","0001","현대","84.84","202005","12","16,100","13","1986","우암로 394"
"대전광역시 대덕구 비래동","47-1","0047","0001","현대","84.84","202005","16","16,200","6","1986","우암로 394"
"대전광역시 대덕구 비래동","47-1","0047","0001","현대","84.84","202005","20","15,000","12","1986","우암로 394"
"대전광역시 대덕구 비래동","47-1","0047","0001","현대","72.82","202005","23","14,600","7","1986","우암로 394"
"대전광역시 대덕구 석봉동","771","0771","0000","금강로하스엘크루","84.9679","202005","2","28,000","23","2017","대덕대로 1587"
"대전광역시 대덕구 석봉동","771","0771","0000","금강로하스엘크루","59.9486","202005","13","23,250","18","2017","대덕대로 1587"
"대전광역시 대덕구 석봉동","771","0771","0000","금강로하스엘크루","84.9618","202005","15","28,000","8","2017","대덕대로 1587"
"대전광역시 대덕구 석봉동","771","0771","0000","금강로하스엘크루","84.9618","202005","23","27,000","4","2017","대덕대로 1587"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","1","26,500","41","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","64.428","202005","1","23,300","27","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","4","27,900","30","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","4","25,800","10","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","141.366","202005","6","38,500","15","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","141.366","202005","8","39,000","8","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","8","27,000","9","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","8","26,700","12","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","8","25,800","30","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","8","25,900","29","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","117.388","202005","9","34,000","17","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","141.366","202005","9","43,000","38","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","9","26,500","35","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","117.388","202005","10","36,000","15","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","11","28,000","20","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","141.366","202005","12","40,000","22","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","13","25,550","21","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","117.388","202005","14","36,700","14","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","141.366","202005","15","34,300","1","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","103.275","202005","16","29,500","47","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","64.169","202005","21","23,500","27","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","64.169","202005","21","23,000","18","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","23","27,500","25","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","64.169","202005","26","20,000","3","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","117.388","202005","26","35,000","29","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","64.169","202005","27","23,950","26","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","28","27,000","42","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","28","29,500","10","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.956","202005","29","26,750","4","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","117.388","202005","29","38,500","35","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","770","0770","0000","금강엑슬루타워","84.588","202005","30","28,700","13","2012","대덕대로 1555"
"대전광역시 대덕구 석봉동","177-2","0177","0002","서우","72.9","202005","15","7,400","5","1990","석봉로30번안길 57"
"대전광역시 대덕구 석봉동","321-8","0321","0008","성호주택","83.64","202005","23","11,500","1","1991","석봉로58번길 64"
"대전광역시 대덕구 석봉동","178-2","0178","0002","유락A동","59.97","202005","1","8,100","2","1992","석봉로44번길 13"
"대전광역시 대덕구 석봉동","313-1","0313","0001","한밭","59.94","202005","4","8,000","2","1995","석봉로58번안길 82"
"대전광역시 대덕구 석봉동","313-1","0313","0001","한밭","59.94","202005","29","8,000","1","1995","석봉로58번안길 82"
"대전광역시 대덕구 송촌동","219-3","0219","0003","보령","61.63","202005","23","6,200","5","1988","동춘당로23번길 22"
"대전광역시 대덕구 송촌동","554","0554","0000","서오","62.9","202005","13","10,900","4","1991","동춘당로23번길 13"
"대전광역시 대덕구 송촌동","554","0554","0000","서오","63.28","202005","30","13,700","5","1991","동춘당로23번길 13"
"대전광역시 대덕구 송촌동","554","0554","0000","서오","67.84","202005","30","11,000","1","1991","동춘당로23번길 13"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","84.9","202005","4","30,500","15","1999","동춘당로114번길 60"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","59.94","202005","4","15,000","13","1999","동춘당로114번길 60"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","84.9","202005","5","28,250","7","1999","동춘당로114번길 60"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","59.82","202005","9","21,500","17","1999","동춘당로114번길 60"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","84.9","202005","16","23,900","1","1999","동춘당로114번길 60"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","59.82","202005","20","21,500","8","1999","동춘당로114번길 60"
"대전광역시 대덕구 송촌동","461-1","0461","0001","선비마을3단지","84.9","202005","23","27,300","5","1999","동춘당로114번길 60"
