"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"대전광역시 동구 가양동","652-1","0652","0001","대주파크빌","81.1171","202005","6","24,000","15","2006","충정로 136"
"대전광역시 동구 가양동","652-1","0652","0001","대주파크빌","81.1171","202005","12","23,900","14","2006","충정로 136"
"대전광역시 동구 가양동","652-1","0652","0001","대주파크빌","81.1171","202005","12","24,700","7","2006","충정로 136"
"대전광역시 동구 가양동","652-1","0652","0001","대주파크빌","84.8236","202005","14","28,000","5","2006","충정로 136"
"대전광역시 동구 가양동","652-1","0652","0001","대주파크빌","81.1171","202005","24","23,000","19","2006","충정로 136"
"대전광역시 동구 가양동","652-1","0652","0001","대주파크빌","81.1171","202005","28","24,400","4","2006","충정로 136"
"대전광역시 동구 가양동","153-8","0153","0008","대호아파트","89.82","202005","8","16,950","4","2015","충정로 83"
"대전광역시 동구 가양동","53-6","0053","0006","동신","75.37","202005","10","12,000","2","1978","동대전로284번길 117"
"대전광역시 동구 가양동","53-6","0053","0006","동신","71.61","202005","25","11,500","1","1978","동대전로284번길 117"
"대전광역시 동구 가양동","53-6","0053","0006","동신","71.61","202005","25","8,875","2","1978","동대전로284번길 117"
"대전광역시 동구 가양동","53-6","0053","0006","동신","75.37","202005","30","13,500","1","1978","동대전로284번길 117"
"대전광역시 동구 가양동","42-1","0042","0001","부성","84.78","202005","8","16,800","6","1991","비래서로62번길 75"
"대전광역시 동구 가양동","43-1","0043","0001","시영수정","58.92","202005","11","7,000","5","1984","비래서로62번길 57"
"대전광역시 동구 가양동","36-1","0036","0001","시영예지","57.99","202005","5","5,100","5","1982","비래서로42번길 69"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.76","202005","5","38,500","6","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","118.83","202005","12","50,000","19","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.76","202005","12","40,000","12","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.76","202005","14","39,600","20","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.76","202005","15","37,800","3","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","74.96","202005","16","34,800","4","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.96","202005","17","40,500","5","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.76","202005","21","40,500","8","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","84.76","202005","23","45,500","11","2011","우암로 192"
"대전광역시 동구 가양동","705","0705","0000","아침마을","74.96","202005","27","34,800","4","2011","우암로 192"
"대전광역시 동구 가양동","292-6","0292","0006","안전로얄","30.05","202005","12","4,500","3","1987","가양로68번길 17"
"대전광역시 동구 가양동","33-4","0033","0004","임광하이츠2동","83.25","202005","6","11,500","1","1991","동서대로1778번길 79"
"대전광역시 동구 가양동","35-14","0035","0014","임광하이츠4동","59.79","202005","26","10,800","6","1991","흥룡로65번길 46"
"대전광역시 동구 가양동","162-11","0162","0011","큰솔3차","33.9914","202005","1","7,350","6","2002","충정로18번길 60"
"대전광역시 동구 가양동","46-2","0046","0002","평화","84.83","202005","9","15,200","6","1994","비래서로62번길 5"
"대전광역시 동구 가양동","46-2","0046","0002","평화","59.91","202005","29","9,500","9","1994","비래서로62번길 5"
"대전광역시 동구 가양동","46-2","0046","0002","평화","59.91","202005","31","12,750","9","1994","비래서로62번길 5"
"대전광역시 동구 가양동","443-2","0443","0002","평화맨션","62.1","202005","6","16,000","2","1986","계족로382번길 125"
"대전광역시 동구 가양동","443-2","0443","0002","평화맨션","64.8","202005","8","16,500","4","1986","계족로382번길 125"
"대전광역시 동구 가양동","429-11","0429","0011","한성잉꼬","29.16","202005","22","4,000","3","1987","동대전로321번길 9"
"대전광역시 동구 가양동","28-6","0028","0006","한울","68.9805","202005","21","19,000","4","2004","동서대로1770번길 76"
"대전광역시 동구 가오동","212","0212","0000","유성(1,2동)","59.85","202005","28","12,500","4","1989","대전로470번길 24"
"대전광역시 동구 가오동","658","0658","0000","은어송마을1단지(풍림아이원)","84.9427","202005","2","32,500","26","2007","동구청로 67"
"대전광역시 동구 가오동","658","0658","0000","은어송마을1단지(풍림아이원)","84.8882","202005","16","31,400","17","2007","동구청로 67"
"대전광역시 동구 가오동","658","0658","0000","은어송마을1단지(풍림아이원)","84.8882","202005","20","30,300","4","2007","동구청로 67"
"대전광역시 동구 가오동","496","0496","0000","은어송마을3단지(가오아이파크)","101.8998","202005","6","32,900","1","2006","은어송로 117"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.993","202005","7","26,950","18","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.993","202005","8","24,500","2","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.9883","202005","9","26,600","7","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.9883","202005","10","25,200","11","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.993","202005","13","26,200","17","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.993","202005","23","26,500","9","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.9883","202005","23","25,100","5","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.993","202005","23","25,900","16","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.9883","202005","24","24,200","4","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.993","202005","24","27,300","11","2007","은어송로 100"
"대전광역시 동구 가오동","556","0556","0000","은어송마을5단지(우미린)","59.9883","202005","29","24,900","17","2007","은어송로 100"
"대전광역시 동구 가오동","497","0497","0000","은어송마을6단지(풍림2차)","84.39","202005","4","31,900","16","2007","신기로 100"
"대전광역시 동구 가오동","497","0497","0000","은어송마을6단지(풍림2차)","84.5","202005","9","28,800","3","2007","신기로 100"
"대전광역시 동구 가오동","497","0497","0000","은어송마을6단지(풍림2차)","84.49","202005","24","30,000","14","2007","신기로 100"
"대전광역시 동구 가오동","497","0497","0000","은어송마을6단지(풍림2차)","84.49","202005","28","29,650","10","2007","신기로 100"
"대전광역시 동구 가오동","210","0210","0000","주공(210)","59.3","202005","9","21,800","5","1985","대전로448번길 16"
"대전광역시 동구 가오동","210","0210","0000","주공(210)","49.22","202005","13","19,000","3","1985","대전로448번길 11"
"대전광역시 동구 가오동","394","0394","0000","천동주공","39.72","202005","1","16,100","3","1985","대전로 499"
"대전광역시 동구 가오동","394","0394","0000","천동주공","39.72","202005","11","17,000","4","1985","대전로 499"
"대전광역시 동구 가오동","394","0394","0000","천동주공","39.72","202005","23","17,000","2","1985","대전로 499"
"대전광역시 동구 낭월동","723","0723","0000","e편한세상","84.98","202005","1","22,500","2","2011","산내로 1330"
"대전광역시 동구 낭월동","723","0723","0000","e편한세상","84.985","202005","7","23,200","2","2011","산내로 1330"
"대전광역시 동구 낭월동","723","0723","0000","e편한세상","84.98","202005","8","24,250","11","2011","산내로 1330"
"대전광역시 동구 낭월동","723","0723","0000","e편한세상","84.98","202005","12","25,500","6","2011","산내로 1330"
"대전광역시 동구 낭월동","723","0723","0000","e편한세상","84.974","202005","20","26,000","16","2011","산내로 1330"
"대전광역시 동구 낭월동","304","0304","0000","오투그란데","84.9817","202005","7","22,500","4","2008","산내로 1375"
"대전광역시 동구 낭월동","304","0304","0000","오투그란데","84.9867","202005","20","22,800","12","2008","산내로 1375"
"대전광역시 동구 낭월동","304","0304","0000","오투그란데","84.9817","202005","25","22,800","15","2008","산내로 1375"
"대전광역시 동구 낭월동","304","0304","0000","오투그란데","84.9853","202005","29","23,000","15","2008","산내로 1375"
"대전광역시 동구 대동","535","0535","0000","대동펜타뷰","84.88","202005","6","38,000","14","2011","계족로140번길 33"
"대전광역시 동구 대동","535","0535","0000","대동펜타뷰","84.78","202005","16","43,000","6","2011","계족로140번길 33"
"대전광역시 동구 대동","535","0535","0000","대동펜타뷰","118.54","202005","21","54,700","11","2011","계족로140번길 33"
"대전광역시 동구 대동","527","0527","0000","대신새들뫼1단지","84.97","202005","5","49,500","21","2010","계족로 137"
"대전광역시 동구 대동","527","0527","0000","대신새들뫼1단지","84.98","202005","15","38,000","11","2010","계족로 137"
"대전광역시 동구 대동","527","0527","0000","대신새들뫼1단지","74.96","202005","16","44,400","9","2010","계족로 137"
"대전광역시 동구 대동","539","0539","0000","이스트시티1단지","74.95","202005","10","49,000","14","2018","동대전로46번길 30"
"대전광역시 동구 대동","539","0539","0000","이스트시티1단지","59.95","202005","14","37,000","6","2018","동대전로46번길 30"
"대전광역시 동구 대동","539","0539","0000","이스트시티1단지","84.98","202005","14","53,000","19","2018","동대전로46번길 30"
"대전광역시 동구 대동","539","0539","0000","이스트시티1단지","59.95","202005","19","37,000","17","2018","동대전로46번길 30"
"대전광역시 동구 대동","539","0539","0000","이스트시티1단지","59.95","202005","25","39,000","28","2018","동대전로46번길 30"
"대전광역시 동구 대동","539","0539","0000","이스트시티1단지","74.99","202005","30","48,500","17","2018","동대전로46번길 30"
"대전광역시 동구 대성동","30","0030","0000","삼익세라믹","84.97","202005","30","15,850","2","1991","대전로340번길 20"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","102.819","202005","7","33,500","2","2007","동구청로 35"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","84.997","202005","9","37,000","12","2007","동구청로 35"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","84.997","202005","11","26,000","1","2007","동구청로 35"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","102.819","202005","12","38,200","6","2007","동구청로 35"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","102.819","202005","13","36,000","15","2007","동구청로 35"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","102.819","202005","16","40,900","10","2007","동구청로 35"
"대전광역시 동구 대성동","130","0130","0000","은어송마을2단지(코오롱하늘채)","84.9954","202005","22","35,150","19","2007","동구청로 35"
"대전광역시 동구 대성동","420","0420","0000","은어송코오롱하늘채2차","70.89","202005","4","25,700","2","2016","대전로340번길 15"
"대전광역시 동구 대성동","420","0420","0000","은어송코오롱하늘채2차","59.95","202005","14","24,500","13","2016","대전로340번길 15"
"대전광역시 동구 대성동","420","0420","0000","은어송코오롱하늘채2차","84.87","202005","16","32,800","6","2016","대전로340번길 15"
"대전광역시 동구 대성동","420","0420","0000","은어송코오롱하늘채2차","70.89","202005","30","30,000","3","2016","대전로340번길 15"
"대전광역시 동구 삼성동","108-3","0108","0003","맑은미소","59.8588","202005","12","12,200","2","2006","대전로 872"
"대전광역시 동구 삼성동","108-3","0108","0003","맑은미소","59.8588","202005","14","13,700","15","2006","대전로 872"
"대전광역시 동구 삼성동","108-3","0108","0003","맑은미소","84.1169","202005","16","17,300","15","2006","대전로 872"
"대전광역시 동구 삼성동","279-1","0279","0001","빌라맨션","140.289","202005","15","40,000","4","1980","대전천동로 618"
"대전광역시 동구 삼성동","481","0481","0000","삼성타운2단지","59.45","202005","4","19,200","2","2007","우암로 133-1"
"대전광역시 동구 삼성동","481","0481","0000","삼성타운2단지","84.99","202005","10","26,800","2","2007","우암로 133-1"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","11","19,900","11","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","15","18,800","9","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","16","17,800","3","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","17","19,000","17","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","59.19","202005","25","15,700","8","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","26","18,800","10","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","28","18,700","6","2000","대전로 968"
"대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.84","202005","29","18,000","2","2000","대전로 968"
"대전광역시 동구 삼성동","269-13","0269","0013","한밭상가","90.3","202005","6","9,000","5","1983","대전로867번길 51"
"대전광역시 동구 삼성동","479","0479","0000","한밭자이","84.9811","202005","16","41,500","15","2006","대전로 935"
"대전광역시 동구 삼성동","479","0479","0000","한밭자이","59.9929","202005","25","31,700","16","2006","대전로 935"
"대전광역시 동구 삼성동","479","0479","0000","한밭자이","84.9811","202005","30","37,500","11","2006","대전로 935"
"대전광역시 동구 성남동","518","0518","0000","석촌마을","59.74","202005","1","17,350","5","2000","우암로 186"
"대전광역시 동구 성남동","518","0518","0000","석촌마을","84.17","202005","4","21,700","2","2000","우암로 186"
"대전광역시 동구 성남동","518","0518","0000","석촌마을","59.71","202005","4","16,900","1","2000","우암로 186"
"대전광역시 동구 성남동","518","0518","0000","석촌마을","59.74","202005","5","17,500","2","2000","우암로 186"
"대전광역시 동구 성남동","518","0518","0000","석촌마을","49.79","202005","16","15,000","5","2000","우암로 186"
"대전광역시 동구 성남동","518","0518","0000","석촌마을","49.97","202005","19","14,000","10","2000","우암로 186"
"대전광역시 동구 성남동","528","0528","0000","스마트뷰","84.89","202005","6","33,500","11","2011","성남로 15"
"대전광역시 동구 성남동","528","0528","0000","스마트뷰","84.89","202005","8","30,500","1","2011","성남로 15"
"대전광역시 동구 성남동","528","0528","0000","스마트뷰","84.89","202005","13","33,700","5","2011","성남로 15"
"대전광역시 동구 성남동","528","0528","0000","스마트뷰","118.09","202005","13","45,500","1","2011","성남로 15"
"대전광역시 동구 성남동","528","0528","0000","스마트뷰","84.87","202005","22","38,000","4","2011","성남로 15"
"대전광역시 동구 성남동","528","0528","0000","스마트뷰","84.98","202005","26","38,400","15","2011","성남로 15"
"대전광역시 동구 성남동","157-1","0157","0001","큰솔","54.4222","202005","4","11,500","1","2003","동서대로1572번길 165"
"대전광역시 동구 성남동","157-1","0157","0001","큰솔","54.4222","202005","14","10,900","7","2003","동서대로1572번길 165"
"대전광역시 동구 성남동","157-1","0157","0001","큰솔","54.4222","202005","23","11,000","9","2003","동서대로1572번길 165"
"대전광역시 동구 성남동","520","0520","0000","효촌마을","59.64","202005","6","20,000","2","2003","계족로368번길 11"
"대전광역시 동구 성남동","520","0520","0000","효촌마을","46.2","202005","9","16,300","5","2003","계족로368번길 11"
"대전광역시 동구 성남동","520","0520","0000","효촌마을","59.64","202005","13","22,500","9","2003","계족로368번길 11"
"대전광역시 동구 성남동","520","0520","0000","효촌마을","59.64","202005","30","24,000","19","2003","계족로368번길 11"
"대전광역시 동구 신흥동","212","0212","0000","신흥마을주공","59.92","202005","9","25,500","21","2006","옥천로 38"
"대전광역시 동구 신흥동","262","0262","0000","이스트시티2단지","74.95","202005","20","42,000","4","2018","동대전로46번길 120"
"대전광역시 동구 용운동","598","0598","0000","마젤란21","84.9328","202005","12","19,400","14","2006","대학로 102-7"
"대전광역시 동구 용운동","598","0598","0000","마젤란21","84.9328","202005","27","18,900","4","2006","대학로 102-7"
"대전광역시 동구 용운동","363","0363","0000","삼정하이츠","84.31","202005","19","14,500","5","1990","동부로73번길 95"
"대전광역시 동구 용운동","363","0363","0000","삼정하이츠","72.42","202005","21","10,800","5","1990","동부로73번길 95"
"대전광역시 동구 용운동","460","0460","0000","용방마을","84.3","202005","2","22,500","6","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","2","16,350","4","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.75","202005","3","16,500","8","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","49.68","202005","4","11,200","8","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","7","16,950","8","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","49.98","202005","7","13,000","5","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","72.93","202005","7","18,300","13","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","72.93","202005","8","17,400","2","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","11","16,900","7","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","15","16,500","4","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","15","16,500","5","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","19","16,300","6","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","49.68","202005","23","12,900","7","2003","용운로 80"
"대전광역시 동구 용운동","460","0460","0000","용방마을","59.88","202005","25","16,350","6","2003","용운로 80"
"대전광역시 동구 용운동","147","0147","0000","용운주공2단지","32.39","202005","7","5,550","7","1987","백룡로 138"
"대전광역시 동구 용운동","147","0147","0000","용운주공2단지","64.62","202005","18","14,400","2","1987","백룡로 138"
"대전광역시 동구 용운동","147","0147","0000","용운주공2단지","32.39","202005","19","4,900","9","1987","백룡로 138"
"대전광역시 동구 용운동","147","0147","0000","용운주공2단지","54.9","202005","29","10,500","5","1987","백룡로 138"
"대전광역시 동구 용운동","147","0147","0000","용운주공2단지","49.94","202005","31","9,900","10","1987","백룡로 138"
"대전광역시 동구 용운동","147","0147","0000","용운주공2단지","32.39","202005","31","5,000","3","1987","백룡로 138"
"대전광역시 동구 용운동","423-15","0423","0015","정원","84.98","202005","10","13,200","6","1997","용운로 124-4"
"대전광역시 동구 용운동","423-15","0423","0015","정원","59.88","202005","12","11,100","11","1997","용운로 124-4"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","5","26,000","12","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","122.8125","202005","5","30,300","11","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","122.8125","202005","9","28,500","4","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","9","26,000","12","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","10","24,400","4","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","12","24,500","2","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","16","24,000","15","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","17","26,200","9","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","84.4963","202005","17","25,600","11","2006","대학로50번길 53"
"대전광역시 동구 용운동","703","0703","0000","한화꿈에그린","122.8125","202005","23","29,500","3","2006","대학로50번길 53"
"대전광역시 동구 용전동","1","0001","0000","신동아","67.64","202005","6","15,500","8","1990","한밭대로1237번길 52"
"대전광역시 동구 용전동","1","0001","0000","신동아","67.64","202005","11","14,900","12","1990","한밭대로1237번길 52"
"대전광역시 동구 용전동","1","0001","0000","신동아","126.35","202005","13","20,500","1","1990","한밭대로1237번길 52"
"대전광역시 동구 용전동","1","0001","0000","신동아","67.64","202005","14","15,000","5","1990","한밭대로1237번길 52"
"대전광역시 동구 용전동","1","0001","0000","신동아","84.56","202005","25","19,200","8","1990","한밭대로1237번길 52"
"대전광역시 동구 용전동","1","0001","0000","신동아","126.35","202005","25","22,800","14","1990","한밭대로1237번길 52"
"대전광역시 동구 용전동","178","0178","0000","크로바","91.7","202005","5","11,400","1","1985","계족로 443"
"대전광역시 동구 용전동","48-22","0048","0022","큰솔101동","24.2976","202005","22","4,500","8","1999","계족로512번길 52"
"대전광역시 동구 용전동","48-1","0048","0001","큰솔102동","38.0939","202005","9","7,200","2","2001","계족로512번길 42"
"대전광역시 동구 용전동","48-1","0048","0001","큰솔102동","38.0939","202005","9","7,300","12","2001","계족로512번길 42"
"대전광역시 동구 용전동","48-1","0048","0001","큰솔102동","38.0939","202005","14","6,700","1","2001","계족로512번길 42"
"대전광역시 동구 용전동","194-3","0194","0003","한숲","59.925","202005","5","19,750","7","1999","계족로489번길 73"
"대전광역시 동구 용전동","194-3","0194","0003","한숲","84.94","202005","6","24,000","14","1999","계족로489번길 73"
"대전광역시 동구 용전동","194-3","0194","0003","한숲","84.94","202005","22","24,250","18","1999","계족로489번길 73"
"대전광역시 동구 용전동","194-3","0194","0003","한숲","84.94","202005","31","24,000","8","1999","계족로489번길 73"
"대전광역시 동구 인동","82-6","0082","0006","대호아파트","83.09","202005","8","22,000","6","2017","대흥로202번길 16"
"대전광역시 동구 인동","82-6","0082","0006","대호아파트","84.93","202005","9","17,500","7","2017","대흥로202번길 16"
"대전광역시 동구 인동","82-6","0082","0006","대호아파트","81.54","202005","12","17,800","4","2017","대흥로202번길 16"
"대전광역시 동구 인동","29-2","0029","0002","모닝빌","82.2828","202005","7","13,800","2","2006","대전천동로 458"
"대전광역시 동구 인동","73-1","0073","0001","부성한울","50.0982","202005","5","9,000","7","2003","대흥로206번길 54"
"대전광역시 동구 인동","73-1","0073","0001","부성한울","81.4295","202005","10","16,600","9","2003","대흥로206번길 54"
"대전광역시 동구 인동","73-1","0073","0001","부성한울","50.0982","202005","29","12,000","10","2003","대흥로206번길 54"
"대전광역시 동구 인동","78-4","0078","0004","세강듀오빌","59.9264","202005","15","12,000","6","2004","대전천동로 478"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.92","202005","2","25,000","20","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","84.97","202005","2","36,800","23","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.44","202005","5","26,500","18","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.44","202005","6","25,000","16","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.92","202005","6","24,800","16","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.44","202005","7","27,300","6","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.44","202005","12","25,800","18","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.44","202005","14","25,750","9","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.92","202005","16","26,300","7","2007","계족로 65"
"대전광역시 동구 인동","353","0353","0000","어진마을","59.44","202005","30","26,500","14","2007","계족로 65"
"대전광역시 동구 인동","179-1","0179","0001","현대","84.94","202005","1","19,500","7","1987","대전로 664"
"대전광역시 동구 인동","179-1","0179","0001","현대","70.96","202005","10","16,350","3","1987","대전로 664"
"대전광역시 동구 인동","179-1","0179","0001","현대","84.94","202005","14","19,900","1","1987","대전로 664"
"대전광역시 동구 인동","179-1","0179","0001","현대","84.94","202005","20","20,400","12","1987","대전로 664"
"대전광역시 동구 인동","179-1","0179","0001","현대","70.96","202005","26","17,000","9","1987","대전로 664"
"대전광역시 동구 인동","179-1","0179","0001","현대","84.94","202005","30","19,700","3","1987","대전로 664"
"대전광역시 동구 자양동","201","0201","0000","동아아파트(201)","84.89","202005","1","15,300","5","1990","성동로 74"
"대전광역시 동구 자양동","201","0201","0000","동아아파트(201)","134.6","202005","4","21,300","13","1990","성동로 74"
"대전광역시 동구 자양동","201","0201","0000","동아아파트(201)","134.6","202005","17","23,200","11","1990","성동로 74"
"대전광역시 동구 자양동","201","0201","0000","동아아파트(201)","84.89","202005","19","16,500","10","1990","성동로 74"
"대전광역시 동구 자양동","201","0201","0000","동아아파트(201)","84.89","202005","30","16,500","14","1990","성동로 74"
"대전광역시 동구 자양동","111-1","0111","0001","무궁화","50.7","202005","9","5,100","3","1985","백룡로 50"
"대전광역시 동구 자양동","83-6","0083","0006","임광(83-6)","76.86","202005","21","9,000","1","1990","성동로7번길 58-11"
"대전광역시 동구 중동","56-7","0056","0007","반석시티","48.6057","202005","13","18,700","5","2019","대전로807번길 58"
"대전광역시 동구 중동","32-32","0032","0032","올인하우징2","82.5047","202005","7","29,800","6","2018","선화로192번길 41"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.98","202005","2","35,500","15","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.98","202005","4","36,700","18","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.98","202005","8","35,500","9","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.99","202005","11","38,100","26","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.98","202005","15","31,300","2","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.86","202005","18","35,800","22","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.62","202005","18","37,800","1","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","59.99","202005","29","24,000","2","2013","대전로542번길 121"
"대전광역시 동구 천동","540","0540","0000","위드힐","84.98","202005","30","35,800","13","2013","대전로542번길 121"
"대전광역시 동구 천동","71-14","0071","0014","홍익","59.4","202005","11","12,200","14","2000","대전로 529"
"대전광역시 동구 천동","71-14","0071","0014","홍익","59.4","202005","12","12,500","6","2000","대전로 529"
"대전광역시 동구 천동","528","0528","0000","휴먼시아2단지","84.77","202005","2","26,600","13","2008","대전로542번길 78-1"
"대전광역시 동구 천동","528","0528","0000","휴먼시아2단지","84.63","202005","6","26,000","10","2008","대전로542번길 78-1"
"대전광역시 동구 천동","528","0528","0000","휴먼시아2단지","75.61","202005","10","23,000","1","2008","대전로542번길 78-1"
"대전광역시 동구 천동","528","0528","0000","휴먼시아2단지","108.94","202005","26","32,000","7","2008","대전로542번길 78-1"
"대전광역시 동구 천동","528","0528","0000","휴먼시아2단지","84.63","202005","28","29,000","22","2008","대전로542번길 78-1"
"대전광역시 동구 천동","528","0528","0000","휴먼시아2단지","108.94","202005","30","30,000","22","2008","대전로542번길 78-1"
"대전광역시 동구 판암동","460","0460","0000","미리내아파트","59.97","202005","16","15,100","8","1999","동구청로203번길 35"
"대전광역시 동구 판암동","460","0460","0000","미리내아파트","59.7","202005","20","14,700","12","1999","동구청로203번길 36"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","59.8923","202005","11","31,000","1","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","76.0858","202005","15","39,500","9","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","72.4893","202005","22","33,500","4","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","59.8923","202005","23","31,500","13","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","72.4893","202005","25","33,000","4","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","76.0858","202005","28","41,500","7","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","72.4893","202005","29","29,000","2","2018","동부로10번길 55"
"대전광역시 동구 판암동","839","0839","0000","삼정그린코아포레스트1단지","72.4893","202005","30","33,000","3","2018","동부로10번길 55"
